2780000000	-0.00005977	-0.00006459
2781000000	-0.00008069	-0.00007844
2782000000	-0.00006717	-0.00004753
2783000000	-0.00007393	-0.00006524
2784000000	-0.00007779	-0.00007908
2785000000	-0.00005751	-0.00007329
2786000000	-0.00005461	-0.00006524
2787000000	-0.00007586	-0.00006041
2788000000	-0.00005622	-0.00005011
2789000000	-0.00005912	-0.00005783
2790000000	-0.00006620	-0.00007747
2791000000	-0.00007007	-0.00004946
2792000000	-0.00006781	-0.00005204
2793000000	-0.00006556	-0.00006202
2794000000	-0.00006974	-0.00006363
2795000000	-0.00006942	-0.00006492
2796000000	-0.00005719	-0.00005300
2797000000	-0.00007232	-0.00008327
2798000000	-0.00006588	-0.00007200
2799000000	-0.00006363	-0.00005848
2800000000	-0.00007329	-0.00007490
