2780000000	-0.00005461	-0.00004592
2781000000	-0.00007200	-0.00007361
2782000000	-0.00005107	-0.00007683
2783000000	-0.00005011	-0.00006620
2784000000	-0.00005719	-0.00008455
2785000000	-0.00007779	-0.00008262
2786000000	-0.00007393	-0.00006331
2787000000	-0.00005461	-0.00003884
2788000000	-0.00006878	-0.00004721
2789000000	-0.00006137	-0.00006459
2790000000	-0.00006298	-0.00005687
2791000000	-0.00006073	-0.00006298
2792000000	-0.00004721	-0.00006814
2793000000	-0.00003562	-0.00006427
2794000000	-0.00004721	-0.00006685
2795000000	-0.00006202	-0.00005075
2796000000	-0.00004528	-0.00005944
2797000000	-0.00007940	-0.00006974
2798000000	-0.00007135	-0.00007103
2799000000	-0.00006653	-0.00005461
2800000000	-0.00005848	-0.00005880
