2780000000	-0.00009164	-0.00008005
2781000000	-0.00008552	-0.00009389
2782000000	-0.00005107	-0.00005075
2783000000	-0.00006685	-0.00005816
2784000000	-0.00006588	-0.00006556
2785000000	-0.00006556	-0.00008069
2786000000	-0.00008262	-0.00007554
2787000000	-0.00006653	-0.00006685
2788000000	-0.00007007	-0.00006170
2789000000	-0.00006459	-0.00005719
2790000000	-0.00006041	-0.00006202
2791000000	-0.00007200	-0.00008069
2792000000	-0.00006395	-0.00006298
2793000000	-0.00008423	-0.00006588
2794000000	-0.00006910	-0.00008198
2795000000	-0.00008423	-0.00006878
2796000000	-0.00007039	-0.00007296
2797000000	-0.00009518	-0.00007651
2798000000	-0.00006620	-0.00006588
2799000000	-0.00008713	-0.00007940
2800000000	-0.00007457	-0.00005751
