2780000000	-0.00006105	-0.00006556
2781000000	-0.00007393	-0.00008616
2782000000	-0.00006942	-0.00007586
2783000000	-0.00006942	-0.00006137
2784000000	-0.00006331	-0.00005848
2785000000	-0.00005912	-0.00005816
2786000000	-0.00007039	-0.00005333
2787000000	-0.00007264	-0.00006041
2788000000	-0.00006105	-0.00006492
2789000000	-0.00006202	-0.00005526
2790000000	-0.00006620	-0.00007361
2791000000	-0.00007908	-0.00006427
2792000000	-0.00007618	-0.00005107
2793000000	-0.00005043	-0.00005622
2794000000	-0.00006395	-0.00005429
2795000000	-0.00004850	-0.00005687
2796000000	-0.00007425	-0.00005944
2797000000	-0.00006009	-0.00006556
2798000000	-0.00006620	-0.00007618
2799000000	-0.00006685	-0.00005944
2800000000	-0.00005687	-0.00007522
