2780000000	-0.00009550	-0.00008391
2781000000	-0.00009164	-0.00006459
2782000000	-0.00006073	-0.00005429
2783000000	-0.00006910	-0.00005655
2784000000	-0.00006073	-0.00006395
2785000000	-0.00006363	-0.00006749
2786000000	-0.00004528	-0.00006846
2787000000	-0.00004979	-0.00006942
2788000000	-0.00006749	-0.00005429
2789000000	-0.00006202	-0.00007264
2790000000	-0.00005429	-0.00005912
2791000000	-0.00005075	-0.00005816
2792000000	-0.00007007	-0.00006137
2793000000	-0.00007425	-0.00006331
2794000000	-0.00006009	-0.00005912
2795000000	-0.00007200	-0.00006234
2796000000	-0.00007103	-0.00005397
2797000000	-0.00005558	-0.00005687
2798000000	-0.00005977	-0.00005300
2799000000	-0.00004045	-0.00006137
2800000000	-0.00005944	-0.00007876
